"","cod_dept","area","pop"
"7640","02","429","63"
"7641","47","807","292"
"7642","70","1011","313"
"7643","18","971","83"
"7644","31","494","320"
"7645","51","3256","152"
"7646","46","440","366"
"7647","89","2517","468"
"7648","69","1265","1195"
"7649","57","777","116"
"7650","71","3644","975"
"7651","80","420","142"
"7652","36","1257","42"
"7653","51","3172","1932"
"7654","65","360","104"
"7655","08","556","107"
"7656","11","541","408"
"7657","27","772","347"
"7658","65","291","1627"
"7659","09","289","224"
"7660","49","2502","686"
"7661","57","765","1608"
"7662","76","1681","478"
"7663","09","377","52"
"7664","01","1839","646"
"7665","29","342","494"
"7666","37","1991","800"
"7667","45","951","139"
"7668","51","1989","468"
"7669","17","264","241"
"7670","54","830","136"
"7671","58","2953","125"
"7672","84","2709","533"
"7673","86","1759","662"
"7674","27","1706","492"
"7675","27","703","1367"
"7676","38","2203","1172"
"7677","30","1458","852"
"7678","53","2794","11582"
"7679","15","1707","72"
"7680","21","947","144"
"7681","43","3015","207"
"7682","62","642","159"
"7683","64","1309","687"
"7684","88","4495","982"
"7685","76","507","400"
"7686","88","523","442"
"7687","78","1504","920"
"7688","54","957","279"
"7689","22","1504","668"
"7690","88","1390","892"
"7691","21","2510","204"
"7692","48","3514","411"
"7693","59","339","357"
"7694","74","1234","432"
"7695","80","731","130"
"7696","15","4528","509"
"7697","17","1247","1766"
"7698","34","2805","259"
"7699","35","1611","1578"
"7700","60","1136","539"
"7701","14","244","130"
"7702","26","1236","19"
"7703","39","988","325"
"7704","08","652","632"
"7705","51","373","276"
"7706","77","809","2046"
"7707","34","4509","356"
"7708","38","2908","9565"
"7709","21","1565","184"
"7710","51","2289","337"
"7711","51","1822","593"
"7712","55","1014","159"
"7713","62","832","273"
"7714","21","965","329"
"7715","57","575","247"
"7716","56","2215","1198"
"7717","64","504","265"
"7718","2A","3673","113"
"7719","31","277","88"
"7720","67","1177","747"
"7721","22","3191","1252"
"7722","31","427","90"
"7723","02","2868","2770"
"7724","82","1849","670"
"7725","02","787","179"
"7726","63","1336","562"
"7727","90","489","1136"
"7728","48","1654","377"
"7729","51","648","164"
"7730","26","839","120"
"7731","77","1637","730"
"7732","79","1858","1302"
"7733","24","1450","317"
"7734","39","251","107"
"7735","59","1113","834"
"7736","66","363","632"
"7737","78","770","597"
"7738","90","381","281"
"7739","08","1939","201"
"7740","80","596","144"
"7741","28","2069","886"
"7742","91","1042","933"
"7743","78","1077","1940"
"7744","01","1122","2734"
"7745","27","336","114"
"7746","40","1286","159"
"7747","26","536","3978"
"7748","31","502","113"
"7749","49","1667","6925"
"7750","26","1464","9"
"7751","46","2076","192"
"7752","76","415","11188"
"7753","21","244","791"
"7754","08","850","58"
"7755","14","313","318"
"7756","18","3813","1653"
"7757","59","287","254"
"7758","32","350","67"
"7759","16","1192","826"
"7760","27","748","503"
"7761","57","990","1101"
"7762","25","493","173"
"7763","21","798","374"
"7764","60","326","409"
"7765","27","1005","3984"
"7766","30","2186","55"
"7767","60","463","180"
"7768","76","720","396"
"7769","84","2823","299"
"7770","88","260","87"
"7771","77","1309","3245"
"7772","88","452","25"
"7773","24","1292","743"
"7774","90","315","192"
"7775","21","1098","320"
"7776","57","531","289"
"7777","60","861","449"
"7778","65","408","1944"
"7779","86","3035","499"
"7780","45","785","245"
"7781","03","2849","265"
"7782","64","1238","370"
"7783","76","1060","639"
"7784","67","239","241"
"7785","02","2186","1469"
"7786","28","549","1076"
"7787","60","945","520"
"7788","80","329","128"
"7789","71","428","88"
"7790","27","1405","356"
"7791","23","913","505"
"7792","38","2376","215"
"7793","88","743","78"
"7794","66","2891","2687"
"7795","18","2446","257"
"7796","31","1786","327"
"7797","57","1302","190"
"7798","88","2032","1110"
"7799","39","718","182"
"7800","36","9880","1151"
"7801","67","566","623"
"7802","60","720","148"
"7803","08","1088","132"
"7804","85","3531","1960"
"7805","67","1239","3516"
"7806","51","861","355"
"7807","85","4253","2476"
"7808","12","4152","633"
"7809","74","1640","34610"
"7810","88","790","74"
"7811","67","345","194"
"7812","41","1582","1044"
"7813","28","693","915"
"7814","51","319","275"
"7815","59","497","431"
"7816","79","2588","5450"
"7817","38","1425","974"
"7818","62","275","147"
"7819","80","1208","759"
"7820","76","526","501"
"7821","72","3292","1996"
"7822","11","2288","74"
"7823","38","1136","1088"
"7824","61","636","136"
"7825","33","22254","3375"
"7826","27","1659","402"
"7827","67","414","446"
"7828","32","979","286"
"7829","70","1036","390"
"7830","59","495","1363"
"7831","15","1364","236"
"7832","52","1677","313"
"7833","23","448","80"
"7834","14","179","1027"
"7835","27","871","502"
"7836","64","3948","5535"
"7837","73","826","883"
"7838","46","547","391"
"7839","77","1400","653"
"7840","21","2140","196"
"7841","33","3207","205"
"7842","54","1373","412"
"7843","81","8980","1029"
"7844","86","1308","539"
"7845","33","1191","4325"
"7846","27","559","383"
"7847","75","182","17022"
"7848","76","790","392"
"7849","73","517","742"
"7850","24","810","146"
"7851","50","1547","1561"
"7852","71","1052","206"
"7853","76","450","365"
"7854","56","1200","377"
"7855","32","1287","216"
"7856","08","1432","822"
"7857","24","3107","591"
"7858","13","1266","3529"
"7859","34","993","1372"
"7860","73","655","659"
"7861","30","1013","1144"
"7862","17","1287","538"
"7863","47","3251","389"
"7864","70","897","241"
"7865","38","685","1643"
"7866","40","9122","1997"
"7867","67","554","1467"
"7868","17","850","369"
"7869","89","2574","167"
"7870","83","5444","7137"
"7871","46","983","348"
"7872","14","851","1435"
"7873","42","1753","503"
"7874","89","923","137"
"7875","95","619","171"
"7876","12","2033","164"
"7877","19","1794","480"
"7878","39","978","251"
"7879","02","663","334"
"7880","12","2326","367"
"7881","16","1130","139"
"7882","18","6230","706"
"7883","24","1024","280"
"7884","80","187","42"
"7885","76","363","450"
"7886","17","1337","4330"
"7887","80","409","117"
"7888","88","1177","9073"
"7889","39","182","138"
"7890","44","2233","3614"
"7891","62","612","1946"
"7892","56","2320","3496"
"7893","34","5712","272084"
"7894","31","550","18"
"7895","54","731","531"
"7896","57","484","168"
"7897","83","4438","10183"
"7898","29","1015","1434"
"7899","49","2159","1013"
"7900","39","2155","311"
"7901","50","469","98"
"7902","53","1121","234"
"7903","13","8026","4267"
"7904","08","804","87"
"7905","14","413","691"
"7906","42","451","4802"
"7907","80","487","157"
"7908","59","1897","30567"
"7909","38","946","418"
"7910","11","1692","99"
"7911","46","1688","321"
"7912","09","644","172"
"7913","14","592","153"
"7914","09","566","647"
"7915","14","627","224"
"7916","32","8583","3730"
"7917","03","2287","203"
"7918","62","911","243"
"7919","67","1780","3297"
"7920","78","1337","6462"
"7921","21","441","93"
"7922","33","662","370"
"7923","25","236","404"
"7924","10","1138","310"
"7925","50","387","481"
"7926","76","683","571"
"7927","56","2019","389"
"7928","62","321","135"
"7929","16","915","162"
"7930","40","2933","105"
"7931","65","582","339"
"7932","73","785","553"
"7933","34","1241","4074"
"7934","46","2176","343"
"7935","37","3395","598"
"7936","16","1246","269"
"7937","10","934","204"
"7938","71","829","161"
"7939","72","1604","530"
"7940","72","604","74"
"7941","31","818","406"
"7942","58","2030","112"
"7943","60","478","96"
"7944","27","882","518"
"7945","77","1031","5064"
"7946","60","1288","399"
"7947","01","2258","8909"
"7948","09","1052","206"
"7949","90","925","5818"
"7950","86","3042","162"
"7951","86","3926","666"
"7952","24","1743","375"
"7953","80","1365","457"
"7954","87","2309","1656"
"7955","76","249","361"
"7956","08","903","212"
"7957","39","359","83"
"7958","60","1277","349"
"7959","62","760","288"
"7960","2A","2781","1323"
"7961","15","3842","559"
"7962","09","4166","545"
"7963","61","919","116"
"7964","54","806","971"
"7965","60","389","98"
"7966","36","3038","152"
"7967","45","3900","521"
"7968","60","463","2338"
"7969","11","2774","153"
"7970","37","2504","836"
"7971","01","818","168"
"7972","67","1726","2756"
"7973","29","1417","1392"
"7974","88","1109","286"
"7975","70","569","58"
"7976","72","1403","483"
"7977","10","624","108"
"7978","30","1682","944"
"7979","72","3042","954"
"7980","57","1083","9861"
"7981","14","1178","8343"
"7982","30","4383","1672"
"7983","63","2052","262"
"7984","41","1869","252"
"7985","40","1596","692"
"7986","46","247","177"
"7987","95","1042","25998"
"7988","50","1727","929"
"7989","59","437","142"
"7990","16","1568","516"
"7991","08","423","340"
"7992","21","2829","178"
"7993","27","798","1871"
"7994","35","2981","16855"
"7995","65","882","494"
"7996","31","658","256"
"7997","26","1542","96"
"7998","12","1652","327"
"7999","33","1101","2018"
"8000","2B","616","1256"
"8001","62","361","1951"
"8002","38","565","1149"
"8003","25","329","646"
"8004","62","954","5094"
"8005","38","1329","11705"
"8006","71","836","1125"
"8007","85","6052","4663"
"8008","10","853","112"
"8009","19","732","413"
"8010","67","1465","1871"
"8011","35","2311","959"
"8012","57","442","492"
"8013","80","1071","872"
"8014","56","3918","2565"
"8015","34","1162","513"
"8016","80","760","172"
"8017","21","382","253"
"8018","23","2117","368"
"8019","22","337","243"
"8020","55","857","106"
"8021","91","1223","1284"
"8022","2A","621","68"
"8023","26","2590","66"
"8024","34","4052","3147"
"8025","71","385","125"
"8026","10","1303","427"
"8027","24","949","375"
"8028","71","1329","288"
"8029","81","4037","177"
"8030","28","2022","991"
"8031","57","508","6486"
"8032","14","1357","546"
"8033","11","1365","116"
"8034","17","1234","995"
"8035","91","936","35868"
"8036","66","1860","632"
"8037","85","457","764"
"8038","62","1799","576"
"8039","33","963","285"
"8040","46","1310","375"
"8041","73","938","273"
"8042","27","610","1008"
"8043","14","475","99"
"8044","55","1615","304"
"8045","64","643","275"
"8046","02","746","146"
"8047","03","2020","278"
"8048","14","401","1160"
"8049","35","3163","3783"
"8050","87","2362","670"
"8051","59","1168","871"
"8052","81","1101","282"
"8053","35","522","340"
"8054","35","361","190"
"8055","78","220","3097"
"8056","25","481","228"
"8057","47","2009","1313"
"8058","83","5206","321"
"8059","34","787","1567"
"8060","27","1102","749"
"8061","50","727","223"
"8062","42","762","1132"
"8063","62","706","176"
"8064","21","767","291"
"8065","26","749","844"
"8066","57","375","227"
"8067","07","814","586"
"8068","57","493","168"
"8069","68","660","236"
"8070","46","5710","3596"
"8071","19","3835","1796"
"8072","51","716","2164"
"8073","24","2900","111"
"8074","06","493","5326"
"8075","27","248","144"
"8076","51","767","134"
"8077","35","2029","926"
"8078","12","3093","556"
"8079","58","3467","864"
"8080","59","516","523"
"8081","60","578","164"
"8082","65","115","31"
"8083","02","929","231"
"8084","68","557","434"
"8085","71","576","562"
"8086","76","2135","1164"
"8087","79","3697","1011"
"8088","81","627","1908"
"8089","88","504","84"
"8090","76","567","333"
"8091","24","1773","923"
"8092","03","736","274"
"8093","42","1147","1647"
"8094","44","1408","6555"
"8095","59","630","883"
"8096","35","560","243"
"8097","91","1461","25624"
"8098","95","431","554"
"8099","78","407","590"
"8100","46","2647","562"
"8101","31","400","79"
"8102","32","692","66"
"8103","45","3500","813"
"8104","01","743","294"
"8105","87","2078","570"
"8106","80","636","177"
"8107","84","925","1864"
"8108","86","2153","900"
"8109","23","907","253"
"8110","14","797","2320"
"8111","39","947","141"
"8112","02","875","265"
"8113","61","823","152"
"8114","22","3646","4786"
"8115","31","3742","9252"
"8116","70","1292","353"
"8117","01","1389","1388"
"8118","02","533","163"
"8119","02","1204","405"
"8120","28","1549","2422"
"8121","49","1288","1208"
"8122","41","5313","1501"
"8123","10","996","223"
"8124","16","752","167"
"8125","49","993","3059"
"8126","38","853","923"
"8127","67","371","482"
"8128","12","1233","127"
"8129","48","1802","290"
"8130","49","1399","537"
"8131","64","312","316"
"8132","67","730","578"
"8133","76","647","203"
"8134","17","983","1006"
"8135","80","1056","745"
"8136","25","890","222"
"8137","52","3727","163"
"8138","58","2761","407"
"8139","71","276","291"
"8140","09","693","55"
"8141","2B","1217","113"
"8142","71","2248","957"
"8143","40","1336","1621"
"8144","21","539","53"
"8145","72","1685","1335"
"8146","30","807","172"
"8147","26","3537","165"
"8148","31","233","59"
"8149","35","2479","1773"
"8150","62","986","1647"
"8151","11","2438","267"
"8152","71","1904","1577"
"8153","10","425","53"
"8154","45","1471","346"
"8155","03","1428","788"
"8156","17","1521","358"
"8157","50","860","394"
"8158","54","607","1622"
"8159","14","156","67"
"8160","74","5224","6185"
"8161","16","1507","612"
"8162","50","252","429"
"8163","50","1010","534"
"8164","70","2590","522"
"8165","77","1913","2588"
"8166","89","1586","142"
"8167","62","972","376"
"8168","89","1221","440"
"8169","25","2398","1219"
"8170","59","545","4776"
"8171","06","1315","41"
"8172","08","1092","59"
"8173","31","682","62"
"8174","21","1625","103"
"8175","15","972","129"
"8176","07","1552","2935"
"8177","44","1632","4429"
"8178","73","1268","4298"
"8179","82","2545","1886"
"8180","04","6080","907"
"8181","39","712","76"
"8182","19","1022","62"
"8183","89","1066","190"
"8184","39","967","566"
"8185","02","804","136"
"8186","14","1302","217"
"8187","15","1279","75"
"8188","28","599","438"
"8189","24","897","429"
"8190","88","1201","446"
"8191","60","615","237"
"8192","02","1909","389"
"8193","34","2492","52"
"8194","80","1212","749"
"8195","53","2452","921"
"8196","85","1716","1589"
"8197","45","8621","7219"
"8198","88","341","50"
"8199","43","2885","370"
"8200","47","1960","958"
"8201","78","985","7725"
"8202","22","525","330"
"8203","11","3734","5644"
"8204","29","460","300"
"8205","72","2475","486"
"8206","45","621","379"
"8207","77","1636","771"
"8208","02","633","88"
"8209","33","404","454"
"8210","49","1839","1643"
"8211","27","395","382"
"8212","64","337","52"
"8213","65","5789","53"
"8214","59","717","6152"
"8215","68","943","5377"
"8216","34","1413","1611"
"8217","29","2141","711"
"8218","39","416","137"
"8219","58","2132","211"
"8220","71","1059","659"
"8221","02","451","99"
"8222","83","3609","4198"
"8223","70","1017","125"
"8224","91","722","2131"
"8225","01","1169","1324"
"8226","17","870","74"
"8227","24","1226","585"
"8228","35","1036","476"
"8229","87","3663","617"
"8230","48","2306","170"
"8231","15","2977","637"
"8232","05","1232","147"
"8233","46","2198","280"
"8234","35","1541","695"
"8235","64","626","124"
"8236","22","663","604"
"8237","64","3033","233"
"8238","88","1926","518"
"8239","09","3602","777"
"8240","51","1541","143"
"8241","21","662","90"
"8242","39","2784","2227"
"8243","27","297","338"
"8244","51","799","1172"
"8245","25","942","421"
"8246","38","480","7922"
"8247","58","4378","323"
"8248","74","981","1598"
"8249","61","646","124"
"8250","71","1481","581"
"8251","61","159","74"
"8252","69","425","453"
"8253","70","627","200"
"8254","18","2299","1481"
"8255","14","943","243"
"8256","39","764","655"
"8257","58","2519","241"
"8258","01","1582","3350"
"8259","64","1544","201"
"8260","09","458","27"
"8261","45","3997","7906"
"8262","81","778","870"
"8263","87","3567","1238"
"8264","72","2099","749"
"8265","43","847","273"
"8266","49","2867","2870"
"8267","42","602","1714"
"8268","24","1805","124"
"8269","42","2413","6057"
"8270","17","1379","642"
"8271","33","1524","4552"
"8272","51","264","355"
"8273","07","772","208"
"8274","08","799","278"
"8275","91","1059","1964"
"8276","81","2426","965"
